"","X","Team","Athlete","Score","Sex","Group","Form"
"896",896,"MAS","Chin Chee LEE",8.95,"M","Group E","Other Types of Traditional Styles"
"897",897,"USA","Brandon SUGIYAMA",8.88,"M","Group E","Other Types of Traditional Styles"
"898",898,"UKR","Oleksandr PEREBERIN",8.85,"M","Group E","Other Types of Traditional Styles"
"899",899,"NZL","Lei YANG",8.83,"M","Group E","Other Types of Traditional Styles"
"900",900,"FRA","Hrod ROMERO",8.81,"M","Group E","Other Types of Traditional Styles"
"901",901,"AUS","Sherman Shu Hang MAK",8.77,"M","Group E","Other Types of Traditional Styles"
"902",902,"ARG","Juan Antonio GIMENEZ SOSA",8.76,"M","Group E","Other Types of Traditional Styles"
"903",903,"MAS","Hing How CHOO",8.75,"M","Group E","Other Types of Traditional Styles"
"904",904,"AUS","Laurence WILKINS",8.74,"M","Group E","Other Types of Traditional Styles"
"905",905,"TUN","Othman HAMLI",8.72,"M","Group E","Other Types of Traditional Styles"
"906",906,"SVK","Peter KYSEL",8.71,"M","Group E","Other Types of Traditional Styles"
"907",907,"BRA","Jaime Cesar TAI",8.67,"M","Group E","Other Types of Traditional Styles"
"908",908,"SRI","Nuwan Sanjeewa LORENSU HEWAGE",8.65,"M","Group E","Other Types of Traditional Styles"
"909",909,"SRI","Krishantha KASTHURI ARACHCHIGE",8.61,"M","Group E","Other Types of Traditional Styles"
"910",910,"TJK","Mirzoibrogim IBROGIMOV",NA,"M","Group E","Other Types of Traditional Styles"
"911",911,"GEO","David BEZHASHVILI",NA,"M","Group E","Other Types of Traditional Styles"
"912",912,"CHN","Kai ZHANG",NA,"M","Group E","Other Types of Traditional Styles"
"913",913,"CHN","Zhen Zhong ZHAO",NA,"M","Group E","Other Types of Traditional Styles"
"914",914,"RUS","Mikhail NATURALNYY",NA,"M","Group E","Other Types of Traditional Styles"
"915",915,"IND","Karunagaran KOTHANDARAMAN",NA,"M","Group E","Other Types of Traditional Styles"
"916",916,"CHN","Bao Zeng WANG",9.17,"M","Group E","Shaolin Quan"
"917",917,"USA","Christopher Roy SHEPHERD",8.96,"M","Group E","Shaolin Quan"
"918",918,"JPN","Tadashi FUKUNISHI",8.87,"M","Group E","Shaolin Quan"
"919",919,"ESP","Vicente Miguel RAJA CATALA",8.86,"M","Group E","Shaolin Quan"
"920",920,"BRA","Carlos Andre SOUZA FEITOSA",8.85,"M","Group E","Shaolin Quan"
"921",921,"JPN","Kensuke SAKAI",8.82,"M","Group E","Shaolin Quan"
"922",922,"FRA","Laurent PIAULT",8.8,"M","Group E","Shaolin Quan"
"923",923,"FRA","Aton SOUMACHE",8.76,"M","Group E","Shaolin Quan"
"924",924,"ROU","Florin IOANA",8.75,"M","Group E","Shaolin Quan"
"925",925,"RUS","Vadim ASTAFEV",8.96,"M","Group E","Southern Styles Nanquan"
"926",926,"UKR","Shamardin ANDRII",8.79,"M","Group E","Southern Styles Nanquan"
"927",927,"COL","Victor Luis PIMENTEL INOJOSA",8.78,"M","Group E","Southern Styles Nanquan"
"928",928,"USA","Yu-neng YEH",8.77,"M","Group E","Southern Styles Nanquan"
"929",929,"IND","Manoj GUPTA",8.76,"M","Group E","Southern Styles Nanquan"
"930",930,"MAS","Ching Fung TAN",8.76,"M","Group E","Southern Styles Nanquan"
"931",931,"COL","Alvaro LEON MEDINA",8.71,"M","Group E","Southern Styles Nanquan"
"932",932,"CHI","Marcos Enrique CHAVEZ MARDONES",7.71,"M","Group E","Southern Styles Nanquan"
"933",933,"BRA","Edson Afonso SERAFIM",NA,"M","Group E","Southern Styles Nanquan"
"934",934,"COL","Luis Fernando SANTACRUZ KRYSHEK",NA,"M","Group E","Southern Styles Nanquan"
"935",935,"ROU","Claudiu MIHAILA",8.95,"M","Group E","Traditional Chen Style Taijiquan"
"936",936,"USA","Cheng ZHANG",8.91,"M","Group E","Traditional Chen Style Taijiquan"
"937",937,"RUS","Edgar TOBUKOV",8.82,"M","Group E","Traditional Chen Style Taijiquan"
"938",938,"CZE","Jiri HAUSKA",8.82,"M","Group E","Traditional Chen Style Taijiquan"
"939",939,"CAN","Xu ZHOU",8.81,"M","Group E","Traditional Chen Style Taijiquan"
"940",940,"HKG","King Ho SO",8.8,"M","Group E","Traditional Chen Style Taijiquan"
"941",941,"RUS","Aleksandr KUPOREV",8.79,"M","Group E","Traditional Chen Style Taijiquan"
"942",942,"SGP","Loh Leong Sin LOH",8.76,"M","Group E","Traditional Chen Style Taijiquan"
"943",943,"GEO","Lasha SUMBULASHVILI",8.76,"M","Group E","Traditional Chen Style Taijiquan"
"944",944,"SGP","Hazel Ng Hwee Chu NG",NA,"M","Group E","Traditional Chen Style Taijiquan"
"945",945,"HKG","Kam Chi TAM",9,"M","Group E","Yang Style Taijiquan"
"946",946,"ALG","Ait-zerrouk KARIM",8.91,"M","Group E","Yang Style Taijiquan"
"947",947,"AUS","Mitchell Alexander Leon BROWN",8.9,"M","Group E","Yang Style Taijiquan"
"948",948,"HKG","Kim Tong MOK",8.87,"M","Group E","Yang Style Taijiquan"
"949",949,"POL","Tomasz Jacek DYBICZ",8.84,"M","Group E","Yang Style Taijiquan"
"950",950,"ESP","Raul LOPEZ MORENO",8.82,"M","Group E","Yang Style Taijiquan"
"951",951,"HKG","Yiu Chung FUNG",8.8,"M","Group E","Yang Style Taijiquan"
"952",952,"HKG","Kwong Choi TSANG",8.79,"M","Group E","Yang Style Taijiquan"
"953",953,"HKG","Wai Hung YIU",8.76,"M","Group E","Yang Style Taijiquan"
"954",954,"HKG","Hon Pong Ronney NGAN",8.74,"M","Group E","Yang Style Taijiquan"
"955",955,"HKG","Pak Kei Vincent KAN",8.74,"M","Group E","Yang Style Taijiquan"
"956",956,"HKG","Wai Lap MOY",8.72,"M","Group E","Yang Style Taijiquan"
"957",957,"AUS","Cheung- Tak Gareth HO",8.72,"M","Group E","Yang Style Taijiquan"
"958",958,"HKG","Tai Wai WONG",8.71,"M","Group E","Yang Style Taijiquan"
"959",959,"MAS","Sze Kiat SIM",8.71,"M","Group E","Yang Style Taijiquan"
"960",960,"FRA","Stephanie TROLEZ",NA,"M","Group E","Yang Style Taijiquan"
"961",961,"HKG","Kam Chi TAM",8.94,"M","Group E","Yang StyleTaiji Jian"
"962",962,"AUS","Mitchell Alexander Leon BROWN",8.86,"M","Group E","Yang StyleTaiji Jian"
"963",963,"HKG","King Ho SO",8.85,"M","Group E","Yang StyleTaiji Jian"
"964",964,"POL","Tomasz Jacek DYBICZ",8.82,"M","Group E","Yang StyleTaiji Jian"
"965",965,"HKG","Hung CHEUNG",8.81,"M","Group E","Yang StyleTaiji Jian"
"966",966,"HKG","Kim Tong MOK",8.76,"M","Group E","Yang StyleTaiji Jian"
"967",967,"MAS","Sze Kiat SIM",8.72,"M","Group E","Yang StyleTaiji Jian"
"968",968,"HKG","Wai Hung YIU",8.69,"M","Group E","Yang StyleTaiji Jian"
"969",969,"HKG","Tai Wai WONG",8.62,"M","Group E","Yang StyleTaiji Jian"
"970",970,"AUS","Cheung- Tak Gareth HO",8.61,"M","Group E","Yang StyleTaiji Jian"
"971",971,"HKG","Wai Lap MOY",8.6,"M","Group E","Yang StyleTaiji Jian"
"972",972,"CAN","Ming ZHU",8.85,"M","Group F","Other Style Taiji Weapon"
"973",973,"CAN","Raymond Kin Keung MA",8.77,"M","Group F","Other Style Taiji Weapon"
"974",974,"USA","Nicholas LEHMANN",8.68,"M","Group F","Other Style Taiji Weapon"
"975",975,"CAN","Rex Kit Ming LAU",8.64,"M","Group F","Other Style Taiji Weapon"
"976",976,"CAN","Weston David BENJAMIN",8.63,"M","Group F","Other Style Taiji Weapon"
"977",977,"USA","Wei SUN",8.63,"M","Group F","Other Style Taiji Weapon"
"978",978,"BRU","Yew Pin KONG",8.61,"M","Group F","Other Style Taiji Weapon"
"979",979,"JPN","Masaki KAWASAKI",8.57,"M","Group F","Other Style Taiji Weapon"
"980",980,"BRU","Chung Heng WOO",8.56,"M","Group F","Other Style Taiji Weapon"
"981",981,"HKG","Ka Keung LAM",8.56,"M","Group F","Other Style Taiji Weapon"
"982",982,"USA","Richard C JONES",NA,"M","Group F","Other Style Taiji Weapon"
"983",983,"BRU","Yun Chong LEONG",NA,"M","Group F","Other Style Taiji Weapon"
"984",984,"CAN","Raymond Kin Keung MA",8.98,"M","Group F","Other Traditional Taijiquan"
"985",985,"CAN","Ming ZHU",8.92,"M","Group F","Other Traditional Taijiquan"
"986",986,"MAC","Wa Chio MA",8.91,"M","Group F","Other Traditional Taijiquan"
"987",987,"HKG","Chi Man TAM",8.87,"M","Group F","Other Traditional Taijiquan"
"988",988,"USA","Nicholas LEHMANN",8.82,"M","Group F","Other Traditional Taijiquan"
"989",989,"JPN","Masaki KAWASAKI",8.8,"M","Group F","Other Traditional Taijiquan"
"990",990,"JPN","Haruyuki MIYANAGA",8.77,"M","Group F","Other Traditional Taijiquan"
"991",991,"BRU","Yew Pin KONG",8.75,"M","Group F","Other Traditional Taijiquan"
"992",992,"CAN","Rex Kit Ming LAU",8.74,"M","Group F","Other Traditional Taijiquan"
"993",993,"BRU","Chung Heng WOO",8.74,"M","Group F","Other Traditional Taijiquan"
"994",994,"BRU","Yun Chong LEONG",8.71,"M","Group F","Other Traditional Taijiquan"
"995",995,"USA","Richard C JONES",NA,"M","Group F","Other Traditional Taijiquan"
"996",996,"CHN","Zhen Chang YUAN",9.06,"M","Group F","Other Traditional Weapon"
"997",997,"HKG","Chi Man TAM",8.95,"M","Group F","Other Traditional Weapon"
"998",998,"BRA","Jose Carlos BARBOSA",8.93,"M","Group F","Other Traditional Weapon"
"999",999,"HUN","Gabor KARDOS",8.76,"M","Group F","Other Traditional Weapon"
"1000",1000,"HKG","Yun Cheung SIN",8.75,"M","Group F","Other Traditional Weapon"
"1001",1001,"USA","John JOSEPHSON",8.66,"M","Group F","Other Traditional Weapon"
"1002",1002,"PER","Oscar Gonzalo LENGUA PEREZ",NA,"M","Group F","Other Traditional Weapon"
"1003",1003,"KGZ","Evgenii LOPATKIN",NA,"M","Group F","Other Traditional Weapon"
"1004",1004,"KGZ","Oleg SEMAEV",NA,"M","Group F","Other Traditional Weapon"
"1005",1005,"CHN","Zhen Chang YUAN",9.05,"M","Group F","Other Types of Traditional Styles"
"1006",1006,"BRA","Jose Carlos BARBOSA",8.86,"M","Group F","Other Types of Traditional Styles"
"1007",1007,"HKG","Kam Cheong TING",8.82,"M","Group F","Other Types of Traditional Styles"
"1008",1008,"HKG","Yun Cheung SIN",8.81,"M","Group F","Other Types of Traditional Styles"
"1009",1009,"USA","Simon XIAO",8.77,"M","Group F","Other Types of Traditional Styles"
"1010",1010,"USA","John JOSEPHSON",8.7,"M","Group F","Other Types of Traditional Styles"
"1011",1011,"USA","Wei SUN",8.51,"M","Group F","Other Types of Traditional Styles"
"1012",1012,"PER","Oscar Gonzalo LENGUA PEREZ",NA,"M","Group F","Other Types of Traditional Styles"
"1013",1013,"KGZ","Evgenii LOPATKIN",NA,"M","Group F","Other Types of Traditional Styles"
"1014",1014,"KGZ","Oleg SEMAEV",NA,"M","Group F","Other Types of Traditional Styles"
"1015",1015,"NZL","Peter Raymond GORDON",8.98,"M","Group F","Traditional Yang Style Taijiquan"
"1016",1016,"ESP","Eloy Alberto NINO ORTEGA",8.83,"M","Group F","Traditional Yang Style Taijiquan"
"1017",1017,"HKG","Ka Keung LAM",8.77,"M","Group F","Traditional Yang Style Taijiquan"
"1018",1018,"HUN","Gabor KARDOS",8.76,"M","Group F","Traditional Yang Style Taijiquan"
"1019",1019,"CAN","Pang Chu NG",8.75,"M","Group F","Traditional Yang Style Taijiquan"
"1020",1020,"CAN","Harry Siu Pak WOO",8.74,"M","Group F","Traditional Yang Style Taijiquan"
"1021",1021,"AUS","Thomas Wing Chung LAM",8.73,"M","Group F","Traditional Yang Style Taijiquan"
"1022",1022,"HKG","King Yuen LAU",8.72,"M","Group F","Traditional Yang Style Taijiquan"
"1023",1023,"AUS","Andy NG",8.7,"M","Group F","Traditional Yang Style Taijiquan"
"1024",1024,"HKG","Ping Lin Raymond NG",NA,"M","Group F","Traditional Yang Style Taijiquan"
"1025",1025,"CAN","Pang Chu NG",8.88,"M","Group F","Yang Style Taiji Weapon"
"1026",1026,"NZL","Peter Raymond GORDON",8.86,"M","Group F","Yang Style Taiji Weapon"
"1027",1027,"ESP","Eloy Alberto NINO ORTEGA",8.83,"M","Group F","Yang Style Taiji Weapon"
"1028",1028,"MAC","Wa Chio MA",8.81,"M","Group F","Yang Style Taiji Weapon"
"1029",1029,"AUS","Thomas Wing Chung LAM",8.72,"M","Group F","Yang Style Taiji Weapon"
"1030",1030,"CAN","Andy Lee Chiu CHUNG",8.68,"M","Group F","Yang Style Taiji Weapon"
"1031",1031,"CAN","Kevin Anthony WILLIAMS",8.64,"M","Group F","Yang Style Taiji Weapon"
"1032",1032,"AUS","Andy NG",8.63,"M","Group F","Yang Style Taiji Weapon"
"1033",1033,"CAN","Chung To NG",8.62,"M","Group F","Yang Style Taiji Weapon"
"1034",1034,"CAN","Harry Siu Pak WOO",8.59,"M","Group F","Yang Style Taiji Weapon"
"1035",1035,"HKG","King Yuen LAU",8.55,"M","Group F","Yang Style Taiji Weapon"
"1036",1036,"HKG","Ping Lin Raymond NG",NA,"M","Group F","Yang Style Taiji Weapon"
"1037",1037,"CAN","Andy Lee Chiu CHUNG",8.85,"M","Group F","Yang Style Taiji Weapon"
"1038",1038,"CAN","Lam TIN YAN",8.8,"M","Group F","Yang Style Taiji Weapon"
"1039",1039,"CAN","Weston David BENJAMIN",8.79,"M","Group F","Yang Style Taiji Weapon"
"1040",1040,"CAN","Chung To NG",8.78,"M","Group F","Yang Style Taiji Weapon"
"1041",1041,"CAN","Kevin Anthony WILLIAMS",8.71,"M","Group F","Yang Style Taiji Weapon"
"1042",1042,"CAN","Philip Wai-ling LAI",NA,"M","Group F","Yang Style Taiji Weapon"
"1043",1043,"USA","Sophie CHAI",8.24,"W","Group A","Other Types of Traditional Styles"
"1044",1044,"GEO","Sopiko APKHAZAVA",8.56,"W","Group B","Cha Quan"
"1045",1045,"TPE","Wei Tung LIN",8.53,"W","Group B","Cha Quan"
"1046",1046,"TUR","Ayse Sude AKYUZ",8.52,"W","Group B","Cha Quan"
"1047",1047,"USA","Michelle HUANG",8.49,"W","Group B","Cha Quan"
"1048",1048,"NZL","Eliza Grace ZHAN",8.42,"W","Group B","Cha Quan"
"1049",1049,"FRA","Claudia METZMACHER",8.37,"W","Group B","Cha Quan"
"1050",1050,"USA","Priscilla ZOU",8.36,"W","Group B","Cha Quan"
"1051",1051,"USA","Nyah GONSALVES",8.29,"W","Group B","Cha Quan"
"1052",1052,"USA","Therese TSANG",NA,"W","Group B","Cha Quan"
"1053",1053,"TUR","Ayse Sude AKYUZ",8.48,"W","Group B","Other Traditional Weapon"
"1054",1054,"GEO","Sopiko APKHAZAVA",8.42,"W","Group B","Other Traditional Weapon"
"1055",1055,"USA","Jocelyn CHI",8.41,"W","Group B","Other Traditional Weapon"
"1056",1056,"TPE","Chien En HUANG",8.4,"W","Group B","Other Traditional Weapon"
"1057",1057,"USA","Michelle HUANG",8.38,"W","Group B","Other Traditional Weapon"
"1058",1058,"TPE","Yi Hsin CHANG",8.38,"W","Group B","Other Traditional Weapon"
"1059",1059,"TPE","Wei Tung LIN",8.37,"W","Group B","Other Traditional Weapon"
"1060",1060,"USA","Elaine WANG",8.34,"W","Group B","Other Traditional Weapon"
"1061",1061,"USA","Priscilla ZOU",8.31,"W","Group B","Other Traditional Weapon"
"1062",1062,"NZL","Eliza Grace ZHAN",8.28,"W","Group B","Other Traditional Weapon"
"1063",1063,"USA","Meiling HOU",8.28,"W","Group B","Other Traditional Weapon"
"1064",1064,"MAS","Qi En LIM",8.28,"W","Group B","Other Traditional Weapon"
"1065",1065,"GER","Anastasia MERTEN",8.28,"W","Group B","Other Traditional Weapon"
"1066",1066,"NZL","Emily Jenny ZHAN",8.28,"W","Group B","Other Traditional Weapon"
"1067",1067,"MAS","Ziqi FOONG",8.28,"W","Group B","Other Traditional Weapon"
"1068",1068,"USA","Emma CHAI",8.26,"W","Group B","Other Traditional Weapon"
"1069",1069,"TJK","Zamira ABDULOJONOVA",8.24,"W","Group B","Other Traditional Weapon"
"1070",1070,"USA","Sherry YU",8.2,"W","Group B","Other Traditional Weapon"
"1071",1071,"USA","Joanna LIU",8.2,"W","Group B","Other Traditional Weapon"
"1072",1072,"FRA","Claudia METZMACHER",8.18,"W","Group B","Other Traditional Weapon"
"1073",1073,"TJK","Shukronakhon BOBOJONOVA",NA,"W","Group B","Other Traditional Weapon"
"1074",1074,"USA","Therese TSANG",NA,"W","Group B","Other Traditional Weapon"
"1075",1075,"TPE","Yi Hsin CHANG",8.49,"W","Group B","Other Types of Traditional Styles"
"1076",1076,"USA","Elaine WANG",8.48,"W","Group B","Other Types of Traditional Styles"
"1077",1077,"GER","Anastasia MERTEN",8.35,"W","Group B","Other Types of Traditional Styles"
"1078",1078,"NZL","Emily Jenny ZHAN",8.34,"W","Group B","Other Types of Traditional Styles"
"1079",1079,"USA","Meiling HOU",8.32,"W","Group B","Other Types of Traditional Styles"
"1080",1080,"MAS","Qi En LIM",8.32,"W","Group B","Other Types of Traditional Styles"
"1081",1081,"TPE","Chien En HUANG",8.32,"W","Group B","Other Types of Traditional Styles"
"1082",1082,"MAS","Ziqi FOONG",8.31,"W","Group B","Other Types of Traditional Styles"
"1083",1083,"USA","Emma CHAI",8.3,"W","Group B","Other Types of Traditional Styles"
"1084",1084,"USA","Joanna LIU",8.29,"W","Group B","Other Types of Traditional Styles"
"1085",1085,"USA","Sherry YU",8.24,"W","Group B","Other Types of Traditional Styles"
"1086",1086,"AUS","Mia LIN",8.22,"W","Group B","Other Types of Traditional Styles"
"1087",1087,"USA","Jocelyn CHI",8.21,"W","Group B","Other Types of Traditional Styles"
"1088",1088,"TJK","Zamira ABDULOJONOVA",8.21,"W","Group B","Other Types of Traditional Styles"
"1089",1089,"TJK","Shukronakhon BOBOJONOVA",NA,"W","Group B","Other Types of Traditional Styles"
"1090",1090,"EGY","Malak Mohamed Omar MONTASER",8.67,"W","Group C","Baji Quan"
"1091",1091,"TUR","Hilal Feyza CAPOGLU",8.65,"W","Group C","Baji Quan"
"1092",1092,"EGY","Aya Mahmoud Ahmed Ibrahim Afifi ELHALIKY",8.59,"W","Group C","Baji Quan"
"1093",1093,"PER","Liliam Tais SANCHEZ LI",8.53,"W","Group C","Baji Quan"
"1094",1094,"USA","Skylesha MARCEL",8.53,"W","Group C","Baji Quan"
"1095",1095,"SRI","Poornima Madhubashini KALUGAMUWE GEDARA",8.45,"W","Group C","Baji Quan"
"1096",1096,"SRI","Chamudi Kaushalya Liyanaarachchi DON LIYANAARACHCHILAGE",8.44,"W","Group C","Baji Quan"
"1097",1097,"UKR","Daria LIUTA",8.7,"W","Group C","Cha Quan"
"1098",1098,"GEO","Mariam TURMANIDZE",8.69,"W","Group C","Cha Quan"
"1099",1099,"USA","Liana SEMET",8.66,"W","Group C","Cha Quan"
"1100",1100,"USA","Annie SHEN",8.63,"W","Group C","Cha Quan"
"1101",1101,"USA","Vanessa TANG",8.57,"W","Group C","Cha Quan"
"1102",1102,"NZL","Sophia Lucy Carmen BLESKIE",8.56,"W","Group C","Cha Quan"
"1103",1103,"USA","Christina OU",8.56,"W","Group C","Cha Quan"
"1104",1104,"USA","Mariella Tsan-ling BRAYTON",8.54,"W","Group C","Cha Quan"
"1105",1105,"SRI","Kawshalya Kavindi WICKRAMA KURUPPU ARACHCHIGE",8.53,"W","Group C","Cha Quan"
"1106",1106,"USA","Aileen CHEN",8.53,"W","Group C","Cha Quan"
"1107",1107,"USA","Selina AU",8.47,"W","Group C","Cha Quan"
"1108",1108,"USA","Hayley ROSS",8.47,"W","Group C","Cha Quan"
"1109",1109,"USA","Yang Yang YAO",8.47,"W","Group C","Cha Quan"
"1110",1110,"USA","Sammi CHEN",8.47,"W","Group C","Cha Quan"
"1111",1111,"USA","Keelyn WALKER",8.47,"W","Group C","Cha Quan"
"1112",1112,"USA","Tiana ZHEN",8.46,"W","Group C","Cha Quan"
"1113",1113,"USA","Iris WANG",8.46,"W","Group C","Cha Quan"
"1114",1114,"USA","Winnie WANG",8.42,"W","Group C","Cha Quan"
"1115",1115,"USA","Isabela GONSALVES",8.4,"W","Group C","Cha Quan"
"1116",1116,"IND","Swetha SENTHILKUMAR",8.39,"W","Group C","Cha Quan"
"1117",1117,"ROU","Mara SERBANESCU",8.36,"W","Group C","Cha Quan"
"1118",1118,"SRI","Omesha Dinuji KAHANDUGODA MANAGE",8.35,"W","Group C","Cha Quan"
"1119",1119,"IND","Kirthana KARUNAGARAN",8.32,"W","Group C","Cha Quan"
"1120",1120,"USA","Yvette TRAN",NA,"W","Group C","Cha Quan"
"1121",1121,"USA","Shalini SINGH",8.56,"W","Group C","Dao (Broadsword)"
"1122",1122,"UKR","Nataliia SEMENTSOVA",8.49,"W","Group C","Dao (Broadsword)"
"1123",1123,"EGY","Malak Mahmoud Ibrahim AWAD",8.47,"W","Group C","Dao (Broadsword)"
"1124",1124,"USA","Gwyneth LEUNG",8.42,"W","Group C","Dao (Broadsword)"
"1125",1125,"USA","Hayley ROSS",8.38,"W","Group C","Dao (Broadsword)"
"1126",1126,"SGP","Teo Jing Yin Venus TEO",8.36,"W","Group C","Dao (Broadsword)"
"1127",1127,"USA","Winnie WANG",8.34,"W","Group C","Dao (Broadsword)"
"1128",1128,"SRI","Chamudi Kaushalya Liyanaarachchi DON LIYANAARACHCHILAGE",8.31,"W","Group C","Dao (Broadsword)"
"1129",1129,"IND","Swetha SENTHILKUMAR",8.31,"W","Group C","Dao (Broadsword)"
"1130",1130,"SRI","Poornima Madhubashini KALUGAMUWE GEDARA",8.3,"W","Group C","Dao (Broadsword)"
"1131",1131,"USA","Keelyn WALKER",8.29,"W","Group C","Dao (Broadsword)"
"1132",1132,"KAZ","Diana KUMAROVA",8.28,"W","Group C","Dao (Broadsword)"
"1133",1133,"IND","Kirthana KARUNAGARAN",8.24,"W","Group C","Dao (Broadsword)"
"1134",1134,"SRI","Omesha Dinuji KAHANDUGODA MANAGE",8.17,"W","Group C","Dao (Broadsword)"
"1135",1135,"KAZ","Anna ORLYAK",8.51,"W","Group C","Fan"
"1136",1136,"EGY","Jana Emad Mohamed Mostafa ELIWA",8.45,"W","Group C","Fan"
"1137",1137,"USA","Sophia LI",8.41,"W","Group C","Fan"
"1138",1138,"USA","Daniela MARCEL",8.41,"W","Group C","Fan"
"1139",1139,"USA","Lilliana GIDDENS",8.4,"W","Group C","Fan"
"1140",1140,"USA","Alexis TAING",8.4,"W","Group C","Fan"
"1141",1141,"USA","Yang Yang YAO",8.39,"W","Group C","Fan"
"1142",1142,"TJK","Khadichabegim JALOLOVA",8.37,"W","Group C","Fan"
"1143",1143,"ROU","Mara SERBANESCU",8.31,"W","Group C","Fan"
"1144",1144,"TJK","Ganjinakhon VALAMATOVA",NA,"W","Group C","Fan"
"1145",1145,"KGZ","Aliia SAMUDINOVA",NA,"W","Group C","Fan"
"1146",1146,"TJK","Rukhshona ASHUROVA",NA,"W","Group C","Fan"
"1147",1147,"UKR","Daria LIUTA",8.68,"W","Group C","Gun (Cudgel/Staff)"
"1148",1148,"USA","Krystal LAN",8.61,"W","Group C","Gun (Cudgel/Staff)"
"1149",1149,"GEO","Mariam TURMANIDZE",8.6,"W","Group C","Gun (Cudgel/Staff)"
"1150",1150,"GRE","Anastasia KAMAKARI",8.59,"W","Group C","Gun (Cudgel/Staff)"
"1151",1151,"USA","Iris Yuke HUANG",8.55,"W","Group C","Gun (Cudgel/Staff)"
"1152",1152,"USA","Joy WANG",8.54,"W","Group C","Gun (Cudgel/Staff)"
"1153",1153,"USA","Elena Ann CHOW",8.52,"W","Group C","Gun (Cudgel/Staff)"
"1154",1154,"USA","Skylesha MARCEL",8.5,"W","Group C","Gun (Cudgel/Staff)"
"1155",1155,"USA","Lillian TANG",8.48,"W","Group C","Gun (Cudgel/Staff)"
"1156",1156,"KAZ","Malika RAKHIMOVA",8.46,"W","Group C","Gun (Cudgel/Staff)"
"1157",1157,"GRE","Stella CORSETTI",8.4,"W","Group C","Gun (Cudgel/Staff)"
"1158",1158,"USA","Yvette TRAN",NA,"W","Group C","Gun (Cudgel/Staff)"
"1159",1159,"USA","Ellianna MCMOORE",8.64,"W","Group C","Hua Quan"
"1160",1160,"USA","Iris Yuke HUANG",8.63,"W","Group C","Hua Quan"
"1161",1161,"USA","Carolyn JEUNG",8.62,"W","Group C","Hua Quan"
"1162",1162,"USA","Lisa OSHIBA",8.61,"W","Group C","Hua Quan"
"1163",1163,"USA","Shalini SINGH",8.6,"W","Group C","Hua Quan"
"1164",1164,"USA","Amelia SI",8.55,"W","Group C","Hua Quan"
"1165",1165,"SGP","Teo Jing Yin Venus TEO",8.53,"W","Group C","Hua Quan"
"1166",1166,"USA","Caela HUNG",8.46,"W","Group C","Hua Quan"
"1167",1167,"MAS","Shelina Yee Wei CHIN",8.45,"W","Group C","Hua Quan"
"1168",1168,"USA","Sabrina BUK",8.45,"W","Group C","Hua Quan"
"1169",1169,"USA","Charlotte CHAU",8.44,"W","Group C","Hua Quan"
"1170",1170,"USA","Kristine YU",8.4,"W","Group C","Hua Quan"
"1171",1171,"SRI","Vinuthi Abinadee KARIYAWASAM MAJUWANA GAMAGE",8.36,"W","Group C","Hua Quan"
"1172",1172,"SRI","Risindee Minanga WARUSHAWITHARANA",8.33,"W","Group C","Hua Quan"
"1173",1173,"USA","Gabrielle LAW",8.63,"W","Group C","Imitation Eagle Styles"
"1174",1174,"USA","Lanhong HUANG",8.56,"W","Group C","Imitation Eagle Styles"
"1175",1175,"USA","Mia SHIUE",8.54,"W","Group C","Imitation Eagle Styles"
"1176",1176,"MAS","Angel Xue Rou LIM",8.45,"W","Group C","Imitation Eagle Styles"
"1177",1177,"USA","Phylicia SHAW",8.41,"W","Group C","Imitation Eagle Styles"
"1178",1178,"UKR","Alina KRYSKO",8.73,"W","Group C","Imitation Eagle Styles"
"1179",1179,"USA","Faith ZHANG",8.55,"W","Group C","Imitation Other Styles"
"1180",1180,"UKR","Nataliia SEMENTSOVA",8.5,"W","Group C","Imitation Other Styles"
"1181",1181,"USA","Emily JIAN",8.45,"W","Group C","Imitation Other Styles"
"1182",1182,"USA","Daniela MARCEL",8.41,"W","Group C","Imitation Other Styles"
"1183",1183,"UKR","Yana POLTORATSKA",8.41,"W","Group C","Imitation Other Styles"
"1184",1184,"USA","Annie WANG",8.41,"W","Group C","Imitation Other Styles"
"1185",1185,"USA","Angela HE",8.37,"W","Group C","Imitation Other Styles"
"1186",1186,"USA","Brillian FU",8.35,"W","Group C","Imitation Other Styles"
"1187",1187,"MAS","Annabel Pui San FERNANDEZ",8.32,"W","Group C","Imitation Other Styles"
"1188",1188,"MAS","Anabelle En Qi THEN",8.28,"W","Group C","Imitation Other Styles"
"1189",1189,"HUN","Panna KOSA",8.55,"W","Group C","Jian (Straight Sword)"
"1190",1190,"TUR","Hilal Feyza CAPOGLU",8.49,"W","Group C","Jian (Straight Sword)"
"1191",1191,"UKR","Yana POLTORATSKA",8.49,"W","Group C","Jian (Straight Sword)"
"1192",1192,"USA","Phylicia SHAW",8.43,"W","Group C","Jian (Straight Sword)"
"1193",1193,"USA","Kristine YU",8.43,"W","Group C","Jian (Straight Sword)"
"1194",1194,"USA","Iris WANG",8.42,"W","Group C","Jian (Straight Sword)"
"1195",1195,"TJK","Nozaninkhon KHURSHEDZODA",8.34,"W","Group C","Jian (Straight Sword)"
"1196",1196,"SRI","Kawshalya Kavindi WICKRAMA KURUPPU ARACHCHIGE",8.33,"W","Group C","Jian (Straight Sword)"
