Team,Athlete,Score,Form
EGY,Malak Mohamed Omar MONTASER,8.67,Women's Group C Baji Quan
TUR,Hilal Feyza CAPOGLU,8.65,Women's Group C Baji Quan
EGY,Aya Mahmoud Ahmed Ibrahim Afifi ELHALIKY,8.59,Women's Group C Baji Quan
PER,Liliam Tais SANCHEZ LI,8.53,Women's Group C Baji Quan
USA,Skylesha MARCEL,8.53,Women's Group C Baji Quan
SRI,Poornima Madhubashini KALUGAMUWE GEDARA,8.45,Women's Group C Baji Quan
SRI,Chamudi Kaushalya Liyanaarachchi DON LIYANAARACHCHILAGE,8.44,Women's Group C Baji Quan
UKR,Daria LIUTA,8.7,Women's Group C Cha Quan
GEO,Mariam TURMANIDZE,8.69,Women's Group C Cha Quan
USA,Liana SEMET,8.66,Women's Group C Cha Quan
USA,Annie SHEN,8.63,Women's Group C Cha Quan
USA,Vanessa TANG,8.57,Women's Group C Cha Quan
NZL,Sophia Lucy Carmen BLESKIE,8.56,Women's Group C Cha Quan
USA,Christina OU,8.56,Women's Group C Cha Quan
USA,Mariella Tsan-ling BRAYTON,8.54,Women's Group C Cha Quan
SRI,Kawshalya Kavindi WICKRAMA KURUPPU ARACHCHIGE,8.53,Women's Group C Cha Quan
USA,Aileen CHEN,8.53,Women's Group C Cha Quan
USA,Selina AU,8.47,Women's Group C Cha Quan
USA,Hayley ROSS,8.47,Women's Group C Cha Quan
USA,Yang Yang YAO,8.47,Women's Group C Cha Quan
USA,Sammi CHEN,8.47,Women's Group C Cha Quan
USA,Keelyn WALKER,8.47,Women's Group C Cha Quan
USA,Tiana ZHEN,8.46,Women's Group C Cha Quan
USA,Iris WANG,8.46,Women's Group C Cha Quan
USA,Winnie WANG,8.42,Women's Group C Cha Quan
USA,Isabela GONSALVES,8.4,Women's Group C Cha Quan
IND,Swetha SENTHILKUMAR,8.39,Women's Group C Cha Quan
ROU,Mara SERBANESCU,8.36,Women's Group C Cha Quan
SRI,Omesha Dinuji KAHANDUGODA MANAGE,8.35,Women's Group C Cha Quan
IND,Kirthana KARUNAGARAN,8.32,Women's Group C Cha Quan
USA,Yvette TRAN,,Women's Group C Cha Quan
USA,Shalini SINGH,8.56,Women's Group C Dao (Broadsword)
UKR,Nataliia SEMENTSOVA,8.49,Women's Group C Dao (Broadsword)
EGY,Malak Mahmoud Ibrahim AWAD,8.47,Women's Group C Dao (Broadsword)
USA,Gwyneth LEUNG,8.42,Women's Group C Dao (Broadsword)
USA,Hayley ROSS,8.38,Women's Group C Dao (Broadsword)
SGP,Teo Jing Yin Venus TEO,8.36,Women's Group C Dao (Broadsword)
USA,Winnie WANG,8.34,Women's Group C Dao (Broadsword)
SRI,Chamudi Kaushalya Liyanaarachchi DON LIYANAARACHCHILAGE,8.31,Women's Group C Dao (Broadsword)
IND,Swetha SENTHILKUMAR,8.31,Women's Group C Dao (Broadsword)
SRI,Poornima Madhubashini KALUGAMUWE GEDARA,8.3,Women's Group C Dao (Broadsword)
USA,Keelyn WALKER,8.29,Women's Group C Dao (Broadsword)
KAZ,Diana KUMAROVA,8.28,Women's Group C Dao (Broadsword)
IND,Kirthana KARUNAGARAN,8.24,Women's Group C Dao (Broadsword)
SRI,Omesha Dinuji KAHANDUGODA MANAGE,8.17,Women's Group C Dao (Broadsword)
KAZ,Anna ORLYAK,8.51,Women's Group C Fan
EGY,Jana Emad Mohamed Mostafa ELIWA,8.45,Women's Group C Fan
USA,Sophia LI,8.41,Women's Group C Fan
USA,Daniela MARCEL,8.41,Women's Group C Fan
USA,Lilliana GIDDENS,8.4,Women's Group C Fan
USA,Alexis TAING,8.4,Women's Group C Fan
USA,Yang Yang YAO,8.39,Women's Group C Fan
TJK,Khadichabegim JALOLOVA,8.37,Women's Group C Fan
ROU,Mara SERBANESCU,8.31,Women's Group C Fan
TJK,Ganjinakhon VALAMATOVA,,Women's Group C Fan
KGZ,Aliia SAMUDINOVA,,Women's Group C Fan
TJK,Rukhshona ASHUROVA,,Women's Group C Fan
UKR,Daria LIUTA,8.68,Women's Group C Gun (Cudgel/Staff)
USA,Krystal LAN,8.61,Women's Group C Gun (Cudgel/Staff)
GEO,Mariam TURMANIDZE,8.6,Women's Group C Gun (Cudgel/Staff)
GRE,Anastasia KAMAKARI,8.59,Women's Group C Gun (Cudgel/Staff)
USA,Iris Yuke HUANG,8.55,Women's Group C Gun (Cudgel/Staff)
USA,Joy WANG,8.54,Women's Group C Gun (Cudgel/Staff)
USA,Elena Ann CHOW,8.52,Women's Group C Gun (Cudgel/Staff)
USA,Skylesha MARCEL,8.5,Women's Group C Gun (Cudgel/Staff)
USA,Lillian TANG,8.48,Women's Group C Gun (Cudgel/Staff)
KAZ,Malika RAKHIMOVA,8.46,Women's Group C Gun (Cudgel/Staff)
GRE,Stella CORSETTI,8.4,Women's Group C Gun (Cudgel/Staff)
USA,Yvette TRAN,,Women's Group C Gun (Cudgel/Staff)
USA,Ellianna MCMOORE,8.64,Women's Group C Hua Quan
USA,Iris Yuke HUANG,8.63,Women's Group C Hua Quan
USA,Carolyn JEUNG,8.62,Women's Group C Hua Quan
USA,Lisa OSHIBA,8.61,Women's Group C Hua Quan
USA,Shalini SINGH,8.6,Women's Group C Hua Quan
USA,Amelia SI,8.55,Women's Group C Hua Quan
SGP,Teo Jing Yin Venus TEO,8.53,Women's Group C Hua Quan
USA,Caela HUNG,8.46,Women's Group C Hua Quan
MAS,Shelina Yee Wei CHIN,8.45,Women's Group C Hua Quan
USA,Sabrina BUK,8.45,Women's Group C Hua Quan
USA,Charlotte CHAU,8.44,Women's Group C Hua Quan
USA,Kristine YU,8.4,Women's Group C Hua Quan
SRI,Vinuthi Abinadee KARIYAWASAM MAJUWANA GAMAGE,8.36,Women's Group C Hua Quan
SRI,Risindee Minanga WARUSHAWITHARANA,8.33,Women's Group C Hua Quan
USA,Gabrielle LAW,8.63,Women's Group C Imitation Eagle Styles
USA,Lanhong HUANG,8.56,Women's Group C Imitation Eagle Styles
USA,Mia SHIUE,8.54,Women's Group C Imitation Eagle Styles
MAS,Angel Xue Rou LIM,8.45,Women's Group C Imitation Eagle Styles
USA,Phylicia SHAW,8.41,Women's Group C Imitation Eagle Styles
UKR,Alina KRYSKO,8.73,Women's Group C Imitation Eagle Styles
USA,Faith ZHANG,8.55,Women's Group C Imitation Other Styles
UKR,Nataliia SEMENTSOVA,8.5,Women's Group C Imitation Other Styles
USA,Emily JIAN,8.45,Women's Group C Imitation Other Styles
USA,Daniela MARCEL,8.41,Women's Group C Imitation Other Styles
UKR,Yana POLTORATSKA,8.41,Women's Group C Imitation Other Styles
USA,Annie WANG,8.41,Women's Group C Imitation Other Styles
USA,Angela HE,8.37,Women's Group C Imitation Other Styles
USA,Brillian FU,8.35,Women's Group C Imitation Other Styles
MAS,Annabel Pui San FERNANDEZ,8.32,Women's Group C Imitation Other Styles
MAS,Anabelle En Qi THEN,8.28,Women's Group C Imitation Other Styles
HUN,Panna KOSA,8.55,Women's Group C Jian (Straight Sword)
TUR,Hilal Feyza CAPOGLU,8.49,Women's Group C Jian (Straight Sword)
UKR,Yana POLTORATSKA,8.49,Women's Group C Jian (Straight Sword)
USA,Phylicia SHAW,8.43,Women's Group C Jian (Straight Sword)
USA,Kristine YU,8.43,Women's Group C Jian (Straight Sword)
USA,Iris WANG,8.42,Women's Group C Jian (Straight Sword)
TJK,Nozaninkhon KHURSHEDZODA,8.34,Women's Group C Jian (Straight Sword)
SRI,Kawshalya Kavindi WICKRAMA KURUPPU ARACHCHIGE,8.33,Women's Group C Jian (Straight Sword)
USA,Liana SEMET,8.31,Women's Group C Jian (Straight Sword)
SRI,Risindee Minanga WARUSHAWITHARANA,8.15,Women's Group C Jian (Straight Sword)
ROU,Anamaria AVRAM,8.14,Women's Group C Jian (Straight Sword)
USA,Mataya WOODARD,0,Women's Group C Jian (Straight Sword)
USA,Annie SHEN,8.61,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Karolyn DAI,8.54,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Alicia SANOYCA,8.48,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Crystal CHANG,8.48,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Ellianna MCMOORE,8.44,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Antonina SCHEGOLEV,8.42,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Gabrielle LAW,8.42,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Nina FRIAS,8.4,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
SRI,Vinuthi Abinadee KARIYAWASAM MAJUWANA GAMAGE,8.31,Women's Group C Jiu Jie Bian (Nine Section Whip Chain)
USA,Leianna Lingkiu YUEN,8.51,Women's Group C Other Southern Styles Nanquan
USA,Elena Ann CHOW,8.37,Women's Group C Other Southern Styles Nanquan
USA,Chloe SHIUE,8.36,Women's Group C Other Southern Styles Nanquan
USA,Kathryn HU,8.35,Women's Group C Other Southern Styles Nanquan
GRE,Anastasia KAMAKARI,8.34,Women's Group C Other Southern Styles Nanquan
IND,ANANDAN MAHALAKSHMI JANANI,8.28,Women's Group C Other Southern Styles Nanquan
SRI,Akarshana Sadeeshani Abeyrathne HEWAGE,8.25,Women's Group C Other Southern Styles Nanquan
SRI,Kenoli Sandesna AMBALANGODAGE,8.24,Women's Group C Other Southern Styles Nanquan
AUS,Chiara HERMANS,8.18,Women's Group C Other Southern Styles Nanquan
USA,Lilliana GIDDENS,,Women's Group C Other Southern Styles Nanquan
USA,Ava Zichun YU,9.05,Women's Group C Other Taijiquan
USA,Grace QIN,9.01,Women's Group C Other Taijiquan
EGY,Nour ABDELATTY,8.98,Women's Group C Other Taijiquan
CUB,Ingrid OLIVA DIEGUEZ,8.93,Women's Group C Other Taijiquan
KAZ,Anna ORLYAK,8.87,Women's Group C Other Taijiquan
USA,Pengrui CHEN,8.86,Women's Group C Other Taijiquan
IND,Sruthi SENGODAN SENTHIL,8.84,Women's Group C Other Taijiquan
IND,Roitoli BORO,8.73,Women's Group C Other Taijiquan
USA,Carissa CHEN,8.71,Women's Group C Other Taijiquan
USA,Rongyi LIN,8.7,Women's Group C Other Taijiquan
USA,Sophia LI,8.68,Women's Group C Other Taijiquan
USA, Kylie Aiguo JONES,8.76,Women's Group C Other Traditional Flexible/Soft Weapon F
USA,Sahana DESAI,8.55,Women's Group C Other Traditional Flexible/Soft Weapon F
USA,Carolyn JEUNG,8.51,Women's Group C Other Traditional Flexible/Soft Weapon F
USA,Sabrina BUK,8.5,Women's Group C Other Traditional Flexible/Soft Weapon F
MAS,Shelina Yee Wei CHIN,8.41,Women's Group C Other Traditional Flexible/Soft Weapon F
SRI,Tharushi Hikmini Ishanthi PATHIRANA HERATH,8.4,Women's Group C Other Traditional Flexible/Soft Weapon F
PER,Liliam Tais SANCHEZ LI,8.67,Women's Group C Other Traditional Weapon
USA,Leianna Lingkiu YUEN,8.66,Women's Group C Other Traditional Weapon
USA,Christina OU,8.62,Women's Group C Other Traditional Weapon
EGY,Aya Mahmoud Ahmed Ibrahim Afifi ELHALIKY,8.62,Women's Group C Other Traditional Weapon
USA,Lisa OSHIBA,8.59,Women's Group C Other Traditional Weapon
USA,Kathryn HU,8.56,Women's Group C Other Traditional Weapon
USA,Mia SHIUE,8.55,Women's Group C Other Traditional Weapon
USA,Chloe SHIUE,8.55,Women's Group C Other Traditional Weapon
CUB,Ingrid OLIVA DIEGUEZ,8.54,Women's Group C Other Traditional Weapon
USA,Caela HUNG,8.54,Women's Group C Other Traditional Weapon
USA,Vanessa TANG,8.51,Women's Group C Other Traditional Weapon
EGY,Malak Mohamed Omar MONTASER,8.5,Women's Group C Other Traditional Weapon
USA,Ava LEVY,8.5,Women's Group C Other Traditional Weapon
USA,Sammi CHEN,8.49,Women's Group C Other Traditional Weapon
SRI,Akarshana Sadeeshani Abeyrathne HEWAGE,8.44,Women's Group C Other Traditional Weapon
USA,Danya BALAGOPAL,8.42,Women's Group C Other Traditional Weapon
USA,Charlotte CHAU,8.4,Women's Group C Other Traditional Weapon
AUS,Chiara HERMANS,8.38,Women's Group C Other Traditional Weapon
SRI,Kenoli Sandesna AMBALANGODAGE,8.38,Women's Group C Other Traditional Weapon
USA,Katie LU,8.38,Women's Group C Other Traditional Weapon
IND,ANANDAN MAHALAKSHMI JANANI,8.35,Women's Group C Other Traditional Weapon
EGY,Hana Hany Mahmoud ELHUSSEINY,,Women's Group C Other Traditional Weapon
USA,Kylie Aiguo JONES,8.56,Women's Group C Other Types of Traditional Styles
USA,Tori Giovanna MATULA,8.52,Women's Group C Other Types of Traditional Styles
EGY,Jana Emad Mohamed Mostafa ELIWA,8.51,Women's Group C Other Types of Traditional Styles
USA,Gwyneth LEUNG,8.5,Women's Group C Other Types of Traditional Styles
USA,Alicia SANOYCA,8.49,Women's Group C Other Types of Traditional Styles
USA,Crystal CHANG,8.48,Women's Group C Other Types of Traditional Styles
MAS,Wei Han TAN,8.47,Women's Group C Other Types of Traditional Styles
EGY,Malak Mahmoud Ibrahim AWAD,8.45,Women's Group C Other Types of Traditional Styles
GRE,Stella CORSETTI,8.45,Women's Group C Other Types of Traditional Styles
USA,Kelley CHAU,8.43,Women's Group C Other Types of Traditional Styles
INA,Ersyalina EVANTY,8.43,Women's Group C Other Types of Traditional Styles
USA,Danya BALAGOPAL,8.4,Women's Group C Other Types of Traditional Styles
USA,Antonina SCHEGOLEV,8.4,Women's Group C Other Types of Traditional Styles
USA,Alexis TAING,8.39,Women's Group C Other Types of Traditional Styles
USA,Sherry LI,8.38,Women's Group C Other Types of Traditional Styles
USA,Sahana DESAI,8.37,Women's Group C Other Types of Traditional Styles
USA,Joy WANG,8.34,Women's Group C Other Types of Traditional Styles
USA,Lillian TANG,8.31,Women's Group C Other Types of Traditional Styles
USA,Mataya WOODARD,8.3,Women's Group C Other Types of Traditional Styles
TJK,Nozaninkhon KHURSHEDZODA,8.27,Women's Group C Other Types of Traditional Styles
AUS,Annabelle Bo- Ching HO,8.26,Women's Group C Other Types of Traditional Styles
SRI,Tharushi Hikmini Ishanthi PATHIRANA HERATH,8.24,Women's Group C Other Types of Traditional Styles
EGY,Hana Hany Mahmoud ELHUSSEINY,8.22,Women's Group C Other Types of Traditional Styles
IND,Saloni Anil JADHAV,8.21,Women's Group C Other Types of Traditional Styles
TJK,Rukhshona ASHUROVA,8.1,Women's Group C Other Types of Traditional Styles
TJK,Ganjinakhon VALAMATOVA,,Women's Group C Other Types of Traditional Styles
HUN,Panna KOSA,8.6,Women's Group C Shaolin Quan
USA,Helen LIANG,8.46,Women's Group C Shaolin Quan
USA,Nina FRIAS,8.44,Women's Group C Shaolin Quan
USA,Ava LEVY,8.43,Women's Group C Shaolin Quan
KAZ,Malika RAKHIMOVA,8.39,Women's Group C Shaolin Quan
USA,Krystal LAN,8.38,Women's Group C Shaolin Quan
USA,Karolyn DAI,8.37,Women's Group C Shaolin Quan
KAZ,Diana KUMAROVA,8.35,Women's Group C Shaolin Quan
TJK,Khadichabegim JALOLOVA,8.23,Women's Group C Shaolin Quan
USA,Katie LU,8.23,Women's Group C Shaolin Quan
ROU,Anamaria AVRAM,8.21,Women's Group C Shaolin Quan
UKR,Alina KRYSKO,8.67,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
USA,Faith ZHANG,8.61,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
USA,Emily JIAN,8.56,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
USA, Tori Giovanna MATULA,8.56,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
USA,Angela HE,8.55,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
MAS,Anabelle En Qi THEN,8.41,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
AUS,Annabelle Bo- Ching HO,8.35,Women's Group C Shuang Jian(Double Straight Sword/Double Long Tassel Straight Sword) F
USA,Grace QIN,8.55,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Tiffany Xinyue LEE,8.54,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Amelia SI,8.52,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
EGY,Nour ABDELATTY,8.51,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
ITA,Eleonora MOCCI,8.48,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
IND,Sruthi SENGODAN SENTHIL,8.42,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
NZL,Sophia Lucy Carmen BLESKIE,8.41,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
CAN,Julianna Yiqin HUANG,8.4,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
ITA,Raffaella DILIBERTO,8.4,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Carissa CHEN,8.39,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Pengrui CHEN,8.39,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
IND,Roitoli BORO,8.34,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Rongyi LIN,8.33,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
KGZ,Renata - Mariia GRADWAL,,Women's Group C Taiji Jian (Including 42 Posture Taiji Jian)
USA,Ava Zichun YU,8.64,Women's Group C Traditional Double Weapon
USA,Annie WANG,8.63,Women's Group C Traditional Double Weapon
USA,Lanhong HUANG,8.62,Women's Group C Traditional Double Weapon
MAS,Angel Xue Rou LIM,8.61,Women's Group C Traditional Double Weapon
USA,Mariella Tsan-ling BRAYTON,8.59,Women's Group C Traditional Double Weapon
USA,Sherry LI,8.56,Women's Group C Traditional Double Weapon
USA,Aileen CHEN,8.55,Women's Group C Traditional Double Weapon
USA,Kelley CHAU,8.52,Women's Group C Traditional Double Weapon
USA,Helen LIANG,8.5,Women's Group C Traditional Double Weapon
USA,Selina AU,8.5,Women's Group C Traditional Double Weapon
MAS,Wei Han TAN,8.5,Women's Group C Traditional Double Weapon
USA,Brillian FU,8.46,Women's Group C Traditional Double Weapon
MAS,Annabel Pui San FERNANDEZ,8.44,Women's Group C Traditional Double Weapon
INA,Ersyalina EVANTY,8.43,Women's Group C Traditional Double Weapon
USA,Tiana ZHEN,8.43,Women's Group C Traditional Double Weapon
CAN,Julianna Yiqin HUANG,8.93,Women's Group C Yang Style Taijiquan
USA,Tiffany Xinyue LEE,8.91,Women's Group C Yang Style Taijiquan
ITA,Eleonora MOCCI,8.9,Women's Group C Yang Style Taijiquan
ITA,Raffaella DILIBERTO,8.85,Women's Group C Yang Style Taijiquan
KGZ,Aliia SAMUDINOVA,,Women's Group C Yang Style Taijiquan
KGZ,Renata - Mariia GRADWAL,,Women's Group C Yang Style Taijiquan
RUS,Anna SHATAEVA,9.1,Women's Group D Bagua Zhang
ESP,Sara BRAVO ARENAS,9.03,Women's Group D Bagua Zhang
MAC,Xuezhen LIANG,8.9,Women's Group D Bagua Zhang
USA,Luna FRANCO,8.8,Women's Group D Bagua Zhang
KGZ,Eles KOKUMBEK KYZY,,Women's Group D Bagua Zhang
TUR,Zeynep Makbule AKYUZ,,Women's Group D Bagua Zhang
RUS,Tatiana SHURMISTROVA,9.11,Women's Group D Chen Style Taiji Jian
CAN,Erika Cheung Wan LARM,9.09,Women's Group D Chen Style Taiji Jian
HKG,Debbie YEUNG,9.08,Women's Group D Chen Style Taiji Jian
CZE,Jana HAUSKOVA,8.97,Women's Group D Chen Style Taiji Jian
USA,Arabella CHIANG,8.95,Women's Group D Chen Style Taiji Jian
CZE,Martina SLABA,8.9,Women's Group D Chen Style Taiji Jian
BUL,Desislava Sasheva HOLODNA,8.79,Women's Group D Chen Style Taiji Jian
ITA,Letizia DA LOZZO,8.78,Women's Group D Chen Style Taiji Jian
RUS,Liliya SERKINA,8.71,Women's Group D Chen Style Taiji Jian
ITA,Enrica FOSSA,8.67,Women's Group D Chen Style Taiji Jian
BUL,Ivanka Ilieva MULESHKOVA,8.61,Women's Group D Chen Style Taiji Jian
BRA,Ana Carolina RIBEIRO GIGLIO,9.06,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
ESP,Elena VILLALONGA SEBASTIA,8.94,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
CHI,Javiera Paz TOLEDO ESCUTI,8.87,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
CHI,Constanza Ninoska HERNANDEZ GONZALEZ,8.86,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
CHI,Valentina Paola CHAVEZ VENEGAS,8.86,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
CHI,Cindia Del Carmen TORO MUNOZ,8.83,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
BRA,Nina ROMANO CARDOSO SILVESTRE,8.81,Women's Group D Choy Lay Fut Kune (Cailifo Quan)
CHN,Wen Mei WU,9.26,Women's Group D Compulsory Yang Style Taijiquan
HKG,Debbie YEUNG,9.13,Women's Group D Compulsory Yang Style Taijiquan
RUS,Anastasia KADENOVA,9.03,Women's Group D Compulsory Yang Style Taijiquan
EGY,Salma AHMED,9,Women's Group D Compulsory Yang Style Taijiquan
IND,Shravani Sopan KATKE,8.98,Women's Group D Compulsory Yang Style Taijiquan
USA,Jie CHEN,8.84,Women's Group D Compulsory Yang Style Taijiquan
IND,Mitali Milind WANI,8.83,Women's Group D Compulsory Yang Style Taijiquan
RUS,Iuliia TIMIRKINA,8.96,Women's Group D Dao (Broadsword)
ITA,Alessia TARTUFOLI,8.93,Women's Group D Dao (Broadsword)
BRA,Ana Carolina RIBEIRO GIGLIO,8.91,Women's Group D Dao (Broadsword)
HUN,Dorottya KISS,8.87,Women's Group D Dao (Broadsword)
BRA,Nina ROMANO CARDOSO SILVESTRE,8.8,Women's Group D Dao (Broadsword)
CHI,Cindia Del Carmen TORO MUNOZ,8.73,Women's Group D Dao (Broadsword)
KGZ,Aisulu ASANKULOVA,,Women's Group D Dao (Broadsword)
TJK,Niginakhon JALOLOVA,,Women's Group D Dao (Broadsword)
KGZ,Eles KOKUMBEK KYZY,,Women's Group D Dao (Broadsword)
CZE,Sandra POTYSOVA,8.92,Women's Group D Fan
ROU,Sonia GRINDEANU,8.9,Women's Group D Fan
BRA,Giovanna MOURA SENA PARRON,8.81,Women's Group D Fan
CHI,Elizette Del Carmen TOLEDO TOLEDO,8.77,Women's Group D Fan
TJK,Manzura KARIMOVA,,Women's Group D Fan
COL,Monica CRUZ SANCHEZ,,Women's Group D Fan
TUR,Zeynep Makbule AKYUZ,9.04,Women's Group D Gun (Cudgel/Staff)
KAZ,Dayana KUSPANOVA,8.95,Women's Group D Gun (Cudgel/Staff)
CUB,Dayana MESA ARTILES,8.91,Women's Group D Gun (Cudgel/Staff)
CZE,Veronika PARTIKOVA,8.9,Women's Group D Gun (Cudgel/Staff)
CHI,Javiera Paz TOLEDO ESCUTI,8.74,Women's Group D Gun (Cudgel/Staff)
USA,Yeeling TAI,8.72,Women's Group D Gun (Cudgel/Staff)
USA,Margaret KANDIES,8.63,Women's Group D Gun (Cudgel/Staff)
RUS,Olga ZORKALTSEVA,,Women's Group D Gun (Cudgel/Staff)
HKG,Jianxin HE,9.13,Women's Group D Imitation Styles
UKR,Liudmyla TEMNA,9.05,Women's Group D Imitation Styles
UKR,Olexandra BEREZINA,8.97,Women's Group D Imitation Styles
MAC,Pui Cheng WAI,8.88,Women's Group D Imitation Styles
NZL,Yin-chi LEE,8.87,Women's Group D Imitation Styles
ITA,Sonia PUDDU,8.84,Women's Group D Imitation Styles
MAC,Hio Lok LAI,8.75,Women's Group D Imitation Styles
RUS,Alina PODOLSKAYA,9.05,Women's Group D Jian (Straight Sword)
HKG,Pui Yue AU-YEUNG,9.02,Women's Group D Jian (Straight Sword)
RUS,Anna SHATAEVA,9,Women's Group D Jian (Straight Sword)
ESP,Irene CASTRO APARICIO,8.94,Women's Group D Jian (Straight Sword)
MAC,Pui Cheng WAI,8.89,Women's Group D Jian (Straight Sword)
ITA,Sonia PUDDU,8.87,Women's Group D Jian (Straight Sword)
MKD,Irina ANDREEVSKA,8.84,Women's Group D Jian (Straight Sword)
USA,Betty GUAN,8.83,Women's Group D Jian (Straight Sword)
MAC,Hio Lok LAI,8.82,Women's Group D Jian (Straight Sword)
IND,Shraddha YADAV,8.78,Women's Group D Jian (Straight Sword)
BRA,Maria DE LA MARIA,8.73,Women's Group D Jian (Straight Sword)
ESP,Elena VILLALONGA SEBASTIA,8.71,Women's Group D Jian (Straight Sword)
HKG,Ka Ying YUEN,9.22,Women's Group D Other Southern Styles Nanquan
RUS,Aleksandra TOLSTIKOVA,9.03,Women's Group D Other Southern Styles Nanquan
UKR,Olena BILA,9,Women's Group D Other Southern Styles Nanquan
TPE,Yueh Ling WU,8.97,Women's Group D Other Southern Styles Nanquan
USA,Queenie LI,8.95,Women's Group D Other Southern Styles Nanquan
CZE,Veronika PARTIKOVA,8.92,Women's Group D Other Southern Styles Nanquan
POL,Katarzyna Kinga MIGDAL,8.9,Women's Group D Other Southern Styles Nanquan
POL,Julia Adrianna AUGUSTYN,8.86,Women's Group D Other Southern Styles Nanquan
IND,Shraddha YADAV,8.83,Women's Group D Other Southern Styles Nanquan
TJK,Navruza ABDULO-ZADE,8.81,Women's Group D Other Southern Styles Nanquan
GRE,Theodora KORDERA,8.77,Women's Group D Other Southern Styles Nanquan
SVK,Katarina KYSELOVA,,Women's Group D Other Southern Styles Nanquan
RUS,Daria GERASIMOVA,,Women's Group D Other Southern Styles Nanquan
HKG,Suijin CHEN,9.21,Women's Group D Other Taiji Jian
HKG,Uen Ying Juanita MOK,9.12,Women's Group D Other Taiji Jian
EGY,Salma AHMED,9.06,Women's Group D Other Taiji Jian
HKG,Jiayi TAN,9.04,Women's Group D Other Taiji Jian
GEO,Nino CHIKHLADZE,8.86,Women's Group D Other Taiji Jian
IND,Kalyani Arun JOSHI,8.73,Women's Group D Other Taiji Jian
IND,Shravani Sopan KATKE,8.72,Women's Group D Other Taiji Jian
USA,Jie CHEN,8.71,Women's Group D Other Taiji Jian
IND,Mitali Milind WANI,8.63,Women's Group D Other Taiji Jian
CHN,Wen Mei WU,,Women's Group D Other Taiji Jian
MAC,Chi Kei CHIANG,,Women's Group D Other Taiji Jian
HKG,Suijin CHEN,9.21,Women's Group D Other Taijiquan
HKG,Uen Ying Juanita MOK,9.15,Women's Group D Other Taijiquan
MAC,Chi Kei CHIANG,9.05,Women's Group D Other Taijiquan
HKG,Jiayi TAN,9.02,Women's Group D Other Taijiquan
USA,Arabella CHIANG,8.96,Women's Group D Other Taijiquan
RUS,Tatiana SHURMISTROVA,8.96,Women's Group D Other Taijiquan
POL,Ewa Julia SOLARZ,8.93,Women's Group D Other Taijiquan
IND,Kalyani Arun JOSHI,8.85,Women's Group D Other Taijiquan
IND,Sakshi JOHRI,,Women's Group D Other Taijiquan
UKR,Ganna TERESHCHENKO,9.18,Women's Group D Other Traditional Double Weapon
TUR,Elif AKYUZ,9.11,Women's Group D Other Traditional Double Weapon
UKR,Olexandra BEREZINA,9.07,Women's Group D Other Traditional Double Weapon
RUS,Olga MEN’SHIKOVA,9,Women's Group D Other Traditional Double Weapon
USA,Queenie LI,8.98,Women's Group D Other Traditional Double Weapon
POL,Julia Adrianna AUGUSTYN,8.93,Women's Group D Other Traditional Double Weapon
CUB,Meyling WONG CHIU,8.92,Women's Group D Other Traditional Double Weapon
POL,Katarzyna Kinga MIGDAL,8.87,Women's Group D Other Traditional Double Weapon
POL,Beata ENGEL,8.86,Women's Group D Other Traditional Double Weapon
